YEAR GRAD,STUDENT ID,AGE,RACE,GENDER,JOB STATUS,COMPANY NAME,JOB FIELD,STATE,PROGRAM ID,PROGRAM NAME,SALARY,CLASS MODE,COST,PROGRAM TYPE,AGE GROUP,AGE CLEAN
2023,BBMP21401,31,INDIA,MALE,BEKERJA SEPENUH MASA,QAV TECHOLOGIES SDN. BHD,OTHER,PULAU PINANG,402,NOT SPECIFIED,3450.00,ONLINE,2677,OTHER,30-39,31.0
2023,BBMP21402,29,INDIA,MALE,BEKERJA SEPENUH MASA,BBRAUN,OTHER,PULAU PINANG,402,NOT SPECIFIED,2600.00,ONLINE,1551,OTHER,<29,29.0
2023,BBMP21403,28,INDIA,MALE,BEKERJA SEPENUH MASA,PLEXUS,OTHER,KEDAH,402,NOT SPECIFIED,1900.00,ONLINE,1091,OTHER,<29,28.0
2023,BBMP21405,34,INDIA,MALE,BEKERJA SEPENUH MASA,JINKO SOLAR TECHNOLOGIES MALAYSIA,OTHER,KEDAH,402,NOT SPECIFIED,3200.00,ONLINE,2916,OTHER,30-39,34.0
2023,BBMP22101,40,MELAYU,MALE,BEKERJA SEPENUH MASA,VC ENGINEERING SDN BHD,OTHER,PULAU PINANG,402,NOT SPECIFIED,3600.00,ONLINE,1645,OTHER,40-49,40.0
2023,CDBK22101,44,INDIA,MALE,BEKERJA SEPENUH MASA,HCL TECHNOLOGIES MALAYSIA SDN BHD,MANUFACTURING,NEGERI SEMBILAN,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,10000.00,ONLINE,2951,DIPLOMA,40-49,44.0
2023,CDBK22111,48,MELAYU,MALE,BEKERJA SEPENUH MASA,SETIAUSAHA KERAJAAN NEGERI TERENGGANU,MANUFACTURING,TERENGGANU,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,4500.00,ONLINE,2359,DIPLOMA,40-49,48.0
2023,CDBK22112,45,MELAYU,FEMALE,BEKERJA SEPENUH MASA,TSYSTEMS NEDERLAND B.V,MANUFACTURING,SELANGOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,15000.00,ONLINE,3807,DIPLOMA,40-49,45.0
2023,CDBK22113,41,MELAYU,MALE,BEKERJA SEPENUH MASA,KANEKA MALAYSIA SDN BHD,MANUFACTURING,TERENGGANU,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,5500.00,ONLINE,3996,DIPLOMA,40-49,41.0
2023,CDBK22114,40,MELAYU,MALE,BEKERJA SEPENUH MASA,STEELCASE MALAYSIA,MANUFACTURING,MELAKA,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,6000.00,ONLINE,2979,DIPLOMA,40-49,40.0
2023,CDBK22115,43,MELAYU,MALE,BEKERJA SEPENUH MASA,MEEKA INTL SDN BHD,MANUFACTURING,SELANGOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,3000.00,ONLINE,3212,DIPLOMA,40-49,43.0
2023,CDBK22120,39,MELAYU,MALE,BEKERJA/USAHAWAN/FREELANCE,GRAB SDN BHD,MANUFACTURING,KUALA LUMPUR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,2500.00,ONLINE,3469,DIPLOMA,30-39,39.0
2023,CDBK22126,40,MELAYU,MALE,BEKERJA SEPENUH MASA,PETRONAS CARIGALI SDN BHD,MANUFACTURING,PERAK,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,8000.00,ONLINE,2815,DIPLOMA,40-49,40.0
2023,CDBK22127,49,MELAYU,MALE,BEKERJA SEPENUH MASA,LEMBAGA TABUNG HAJI,MANUFACTURING,KELANTAN,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,6233.00,ONLINE,2965,DIPLOMA,40-49,49.0
2023,CDBK22128,42,MELAYU,MALE,BEKERJA SEPENUH MASA,SECURITIES COMMISSION MALAYSIA,MANUFACTURING,SELANGOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,15300.00,ONLINE,3457,DIPLOMA,40-49,42.0
2023,CDBK22129,48,MELAYU,MALE,BEKERJA SEPENUH MASA,CARIGALI SARAWAK OPERATION PETROLIAM NASIONAL BERHAD,MANUFACTURING,SARAWAK,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,8000.00,ONLINE,2508,DIPLOMA,40-49,48.0
2023,CDBK22134,45,MELAYU,MALE,BEKERJA SEPENUH MASA,E.A TECHNIQUE (M) BERHAD,MANUFACTURING,PAHANG,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,4300.00,ONLINE,3062,DIPLOMA,40-49,45.0
2023,CDBK22135,31,MELAYU,FEMALE,BEKERJA SEPENUH MASA,FIRDAUS & ASSOCIATES PROPERTY PROFESSIONALS,MANUFACTURING,JOHOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,2300.00,ONLINE,2953,DIPLOMA,30-39,31.0
2023,CDBK22202,33,MELAYU,MALE,BEKERJA SEPENUH MASA,SYLMAX HCS SDN BHD,MANUFACTURING,SARAWAK,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,3600.00,ONLINE,3049,DIPLOMA,30-39,33.0
2023,CDBK22203,45,TAMIL,MALE,BEKERJA SEPENUH MASA,WITNESS,MANUFACTURING,SELANGOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,10000.00,ONLINE,3087,DIPLOMA,40-49,45.0
2023,CDBK22207,31,MELAYU,MALE,BEKERJA SEPENUH MASA,ATOS SDN BHD,MANUFACTURING,SELANGOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,9200.00,ONLINE,2323,DIPLOMA,30-39,31.0
2023,CDBK22209,28,MELAYU,MALE,BEKERJA/USAHAWAN/FREELANCE,MUZSHOCK GLOBAL EMPIRE,MANUFACTURING,TERENGGANU,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,3000.00,ONLINE,2180,DIPLOMA,<29,28.0
2023,CDBK22211,75,MELAYU,MALE,BELUM/TIDAK BEKERJA,TIADA,MANUFACTURING,NEGERI SEMBILAN,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,6000.00,ONLINE,2727,DIPLOMA,60+,75.0
2023,CDBK22213,48,TAMIL,MALE,BEKERJA SEPENUH MASA,JL ARULNESAN ENTERPRISE,MANUFACTURING,SELANGOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,3500.00,ONLINE,3828,DIPLOMA,40-49,48.0
2023,CDBK22219,46,MELAYU,MALE,BEKERJA SEPENUH MASA,SITA.AERO INC B.V.,MANUFACTURING,PULAU PINANG,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,2900.00,ONLINE,2690,DIPLOMA,40-49,46.0
2023,CDBK22221,42,MELAYU,MALE,BEKERJA SEPENUH MASA,TT ONE CAPITAL HOLDING BERHAD,MANUFACTURING,SELANGOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,4000.00,ONLINE,3849,DIPLOMA,40-49,42.0
2023,CDBK22227,56,MELAYU,MALE,BEKERJA SEPARA MASA,WKA GLOBAL SERVICES SDN BHD,MANUFACTURING,SELANGOR,456,DIPLOMA PROFESIONAL BLOK RANTAI DALAM KEJURUTERAAN,2000.00,ONLINE,2380,DIPLOMA,50-59,56.0
2023,FBPB20307,31,CINA,FEMALE,BEKERJA SEPARA MASA,WITZ EDUCATION GROUP,"PROFESSIONAL, SCIENTIFIC, AND TECHNICAL ACTIVITIES",JOHOR,362,BACELOR EKSEKUTIF PENGURUSAN PERNIAGAAN,5000.00,ONLINE,5719,BACELOR,30-39,31.0
2023,FBTM21201,29,TAMIL,MALE,BEKERJA SEPENUH MASA,ROBERT BOSCH POWER TOOLS SDN BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,2500.00,ONLINE,4944,BACELOR,<29,29.0
2023,FBTM21202,33,INDIA,MALE,BEKERJA SEPENUH MASA,SHIRAZ MARKET LINK (M) SDN BHD,MANUFACTURING,SELANGOR,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,3000.00,ONLINE,5000,BACELOR,30-39,33.0
2023,FBTM21203,39,INDIA,MALE,BEKERJA SEPENUH MASA,VENTURE ELECTRONIC SERVICE (M) SDN BHD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,2500.00,ONLINE,4273,BACELOR,30-39,39.0
2023,FBTM21205,29,INDIA,MALE,BEKERJA SEPENUH MASA,ALCON SINGAPORE MANUFACTURING PTE LTD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,5000.00,ONLINE,5931,BACELOR,<29,29.0
2023,FBTM21206,43,CINA,MALE,BEKERJA SEPENUH MASA,INETEST MALAYSIA SDN BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,6280.00,ONLINE,4707,BACELOR,40-49,43.0
2023,FBTM21208,36,MELAYU,MALE,BEKERJA SEPENUH MASA,LAM RESEARCH INTERNATIONAL SDN BHD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,3500.00,ONLINE,5950,BACELOR,30-39,36.0
2023,FBTM21209,27,TAMIL,MALE,BEKERJA SEPENUH MASA,G.B INDUSTRIES,MANUFACTURING,NEGERI SEMBILAN,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,1500.00,ONLINE,4286,BACELOR,<29,27.0
2023,FBTM21301,34,INDIA,MALE,BEKERJA SEPENUH MASA,ALCON SINGAPORE,MANUFACTURING,PAHANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,8000.00,ONLINE,4752,BACELOR,30-39,34.0
2023,FBTM21302,42,SIAN/SIHAN-SARAWAK,MALE,BEKERJA SEPENUH MASA,ANALOG DEVICE INC,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,2136.00,ONLINE,4560,BACELOR,40-49,42.0
2023,FBTM21303,42,PUNJABI,MALE,BEKERJA SEPENUH MASA,ANALOG DEVICES PENANG MALAYSIA,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,4000.00,ONLINE,5405,BACELOR,40-49,42.0
2023,FBTM21304,39,TAMIL,FEMALE,BEKERJA SEPENUH MASA,INTEL,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,1500.00,ONLINE,5559,BACELOR,30-39,39.0
2023,FBTM21305,42,INDIA,MALE,BEKERJA SEPENUH MASA,ALCON SINGAPORE PTE.LTD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,5000.00,ONLINE,4375,BACELOR,40-49,42.0
2023,FBTM21306,41,SIAM,MALE,BEKERJA SEPENUH MASA,ANALOG DEVICES,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,4800.00,ONLINE,4493,BACELOR,40-49,41.0
2023,FBTM21307,38,MELAYU,MALE,BEKERJA SEPENUH MASA,UST GLOBAL SDN BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,5600.00,ONLINE,4132,BACELOR,30-39,38.0
2023,FBTM21401,26,INDIA,MALE,BEKERJA SEPENUH MASA,TOP QUALITY GLOVE SDN BHD,MANUFACTURING,MELAKA,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,2100.00,ONLINE,4449,BACELOR,<29,26.0
2023,FBTM21404,35,INDIA,MALE,BEKERJA SEPENUH MASA,ROBERT BOSCH (MALAYSIA) SDN.BHD.,MANUFACTURING,PERAK,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,3544.00,ONLINE,5820,BACELOR,30-39,35.0
2023,FBTM22102,49,INDIA,MALE,BEKERJA SEPENUH MASA,QDOS FLEXCIRCUITS SDN BHD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,5250.00,ONLINE,5553,BACELOR,40-49,49.0
2023,FBTM22103,63,INDIA,MALE,BEKERJA SEPENUH MASA,YEE LEE PALM OIL SDN BHD,MANUFACTURING,PERAK,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,6530.00,ONLINE,5882,BACELOR,60+,63.0
2023,FBTM22105,35,INDIA,MALE,BEKERJA SEPENUH MASA,QDOS FLEXCIRCUITS SDN BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,4000.00,ONLINE,5635,BACELOR,30-39,35.0
2023,FBTM22106,44,INDIA,MALE,BEKERJA SEPENUH MASA,QDOS FLEXCIRCUITS SDN.BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,4820.00,ONLINE,4472,BACELOR,40-49,44.0
2023,FBTM22107,30,INDIA,MALE,BEKERJA SEPENUH MASA,MICRON SEMICONDUCTOR (SINGAPORE) ASIA PTE LTD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,10000.00,ONLINE,5696,BACELOR,30-39,30.0
2023,FBTM22108,43,INDIA,MALE,BEKERJA SEPENUH MASA,QDOS FLEXCIRCUITS SDN BHD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,4930.00,ONLINE,4259,BACELOR,40-49,43.0
2023,FBTM22109,42,MELAYU,MALE,BEKERJA SEPENUH MASA,KROMAX MALAYSIA SDN BHD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,5000.00,ONLINE,4903,BACELOR,40-49,42.0
2023,FBTM22110,33,INDIA,MALE,BEKERJA SEPENUH MASA,KROMAX (MALAYSIA) SDN.BHD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,3700.00,ONLINE,4034,BACELOR,30-39,33.0
2023,FBTM22111,29,INDIA,MALE,BEKERJA SEPENUH MASA,FIRST SOLAR SDN BHD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,3050.00,ONLINE,5242,BACELOR,<29,29.0
2023,FBTM22112,29,INDIA,MALE,BEKERJA SEPENUH MASA,INTEL TECHNOLOGY SDN. BHD,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,2400.00,ONLINE,5544,BACELOR,<29,29.0
2023,FBTM22113,30,INDIA,MALE,BEKERJA SEPENUH MASA,ROBERT BOSCH (M) SDN BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,2500.00,ONLINE,5656,BACELOR,30-39,30.0
2023,FBTM22114,26,INDIA,MALE,BEKERJA SEPENUH MASA,SYUKRAH GROUP OF COMPANY,MANUFACTURING,SELANGOR,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,25000.00,ONLINE,5427,BACELOR,<29,26.0
2023,FBTM22115,32,CINA,MALE,BEKERJA SEPENUH MASA,SIBS SDN BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,3600.00,ONLINE,5357,BACELOR,30-39,32.0
2023,FBTM22116,46,INDIA,MALE,BEKERJA SEPENUH MASA,AMS OSRAM SDN BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,5100.00,ONLINE,4662,BACELOR,40-49,46.0
2023,FBTM22117,37,INDIA,MALE,BEKERJA SEPENUH MASA,INFINEON TECHNOLOGIES (KULIM) SDN. BHD.,MANUFACTURING,KEDAH,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,4650.00,ONLINE,5379,BACELOR,30-39,37.0
2023,FBTM22119,52,INDIA,MALE,BEKERJA SEPENUH MASA,MENICON PTE. LTD,MANUFACTURING,JOHOR,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,5000.00,ONLINE,5040,BACELOR,50-59,52.0
2023,FBTM22120,32,CINA,MALE,BEKERJA SEPENUH MASA,AUREUS STAR SERVICES,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,3500.00,ONLINE,4113,BACELOR,30-39,32.0
2023,FBTM22201,43,MELAYU,MALE,BEKERJA SEPENUH MASA,PLEXUS MANUFACTURING SDN BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,6500.00,ONLINE,4777,BACELOR,40-49,43.0
2023,FBTM22203,39,INDIA,MALE,BEKERJA SEPENUH MASA,AMS OSRAM OPTO SEMICONDUCTORS (M) SDN. BHD,MANUFACTURING,PULAU PINANG,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,5500.00,ONLINE,5323,BACELOR,30-39,39.0
2023,FBTM22204,39,INDIA,MALE,BEKERJA SEPENUH MASA,AMS OSRAM OPTO SEMICONDUCTOR SDN BHD,MANUFACTURING,PERAK,415,BACELOR EKSEKUTIF TEKNOLOGI MEKATRONIK,4800.00,ONLINE,4614,BACELOR,30-39,39.0
2023,HBKP20107,47,BIDAYUH/LAND DAYAK - SARAWAK,MALE,BEKERJA SEPENUH MASA,CAHYA MATA PHOSPHATES INDUSTRIES SDN BHD,OTHER,SARAWAK,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",8800.00,ONLINE,5991,BACELOR,40-49,47.0
2023,HBKP21108,50,BIDAYUH/LAND DAYAK - SARAWAK,MALE,BEKERJA SEPENUH MASA,SEDC QUARRIES SDN BHD,OTHER,SARAWAK,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",7304.00,ONLINE,4510,BACELOR,50-59,50.0
2023,HBKP21110,35,MELAYU,FEMALE,BEKERJA SEPENUH MASA,KERETAPI TANAH MELAYU BERHAD,OTHER,KUALA LUMPUR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3792.00,ONLINE,5017,BACELOR,30-39,35.0
2023,HBKP21114,27,INDIA,MALE,BEKERJA SEPENUH MASA,TRANSGRID VENTURES SDN BHD,OTHER,SELANGOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3000.00,ONLINE,5599,BACELOR,<29,27.0
2023,HBKP21118,30,MELAYU,FEMALE,BEKERJA SEPENUH MASA,KERETAPI TANAH MELAYU BERHAD,OTHER,KUALA LUMPUR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3057.00,ONLINE,4679,BACELOR,30-39,30.0
2023,HBKP21205,37,MELAYU,MALE,BEKERJA SEPENUH MASA,SK NEXILIS SDN. BHD.,OTHER,KELANTAN,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",2300.00,ONLINE,5109,BACELOR,30-39,37.0
2023,HBKP21206,37,MELAYU,MALE,BEKERJA SEPENUH MASA,S A PROPERTY MANAGEMENT SDN. BHD.,OTHER,JOHOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",4000.00,ONLINE,5629,BACELOR,30-39,37.0
2023,HBKP21210,35,MELAYU,MALE,BEKERJA SEPENUH MASA,TRANE MALAYSIA SALES & SERVICES SDN BHD,OTHER,PULAU PINANG,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",4000.00,ONLINE,4782,BACELOR,30-39,35.0
2023,HBKP21211,51,MELAYU,MALE,BEKERJA/USAHAWAN/FREELANCE,AZMI FIRST ENTERPRISE,OTHER,JOHOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",2000.00,ONLINE,4541,BACELOR,50-59,51.0
2023,HBKP21305,32,INDIA,FEMALE,BEKERJA SEPENUH MASA,THINKVISOR SDN BHD,OTHER,SELANGOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",4800.00,ONLINE,4936,BACELOR,30-39,32.0
2023,HBKP21307,36,MELAYU,FEMALE,BEKERJA SEPENUH MASA,ASIAN SUPPLY BASE SDN BHD,OTHER,LABUAN,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",2382.00,ONLINE,4744,BACELOR,30-39,36.0
2023,HBKP21308,38,MELAYU,MALE,BEKERJA SEPENUH MASA,MALAYSIA MARINE & HEAVY ENGINEERING SDN BHD,OTHER,JOHOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",4100.00,ONLINE,4275,BACELOR,30-39,38.0
2023,HBKP21313,25,MELAYU,MALE,BEKERJA SEPENUH MASA,CEFS RESPONSE,OTHER,PAHANG,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3000.00,ONLINE,5380,BACELOR,<29,25.0
2023,HBKP21409,42,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,OTHER,NOT SPECIFIED,350,"DIPLOMA PROFESIONAL KESELAMATAN, KESIHATAN DAN PERSEKITARAN",NOT SPECIFIED,ONLINE,3921,DIPLOMA,40-49,42.0
2023,HBKP21411,28,MELAYU,MALE,BEKERJA SEPENUH MASA,CARSOME SDN BHD,OTHER,SELANGOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",5000.00,ONLINE,5819,BACELOR,<29,28.0
2023,HBKP21414,27,MELAYU,MALE,BEKERJA SEPENUH MASA,SUNRAY CONSTRUCTION AND INTERIOR SDN BHD,OTHER,SELANGOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",4190.00,ONLINE,5140,BACELOR,<29,27.0
2023,HBKP21417,34,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,OTHER,NOT SPECIFIED,350,"DIPLOMA PROFESIONAL KESELAMATAN, KESIHATAN DAN PERSEKITARAN",NOT SPECIFIED,ONLINE,2571,DIPLOMA,30-39,34.0
2023,HBKP21418,32,MELAYU,MALE,BEKERJA SEPENUH MASA,DESARU PEACE HOLDING CLUB SDN BHD,OTHER,SELANGOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3564.00,ONLINE,4396,BACELOR,30-39,32.0
2023,HBKP22101,29,DUSUN-SABAH,FEMALE,BEKERJA SEPENUH MASA,MAJU UNIVERSAL ENGINERRING SDN BHD,OTHER,SABAH,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3000.00,ONLINE,5033,BACELOR,<29,29.0
2023,HBKP22103,38,MELAYU,MALE,BEKERJA SEPENUH MASA,CONCENTRIX SDN BHD,OTHER,NEGERI SEMBILAN,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",2125.00,ONLINE,5470,BACELOR,30-39,38.0
2023,HBKP22104,39,MELAYU,FEMALE,BEKERJA SEPENUH MASA,KTMB,OTHER,KUALA LUMPUR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3800.00,ONLINE,4385,BACELOR,30-39,39.0
2023,HBKP22112,39,INDIA,MALE,BEKERJA SEPENUH MASA,OOI WAN LYE SDN BHD,OTHER,PULAU PINANG,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",5000.00,ONLINE,4906,BACELOR,30-39,39.0
2023,HBKP22113,40,INDIA,MALE,BEKERJA SEPENUH MASA,FIT FUTURE INNOVATION TECHNOLOGY SDN BHD,OTHER,PULAU PINANG,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",5000.00,ONLINE,5153,BACELOR,40-49,40.0
2023,HBKP22114,41,MELAYU,MALE,BEKERJA SEPENUH MASA,MIE INDUSTRIAL SDN BHD,OTHER,SELANGOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",19000.00,ONLINE,5836,BACELOR,40-49,41.0
2023,HBKP22116,32,INDIA,MALE,BEKERJA SEPENUH MASA,RESONAC GRAPHITE SDN BHD,OTHER,SELANGOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",2700.00,ONLINE,5061,BACELOR,30-39,32.0
2023,HBKP22119,35,MELAYU,MALE,BEKERJA SEPENUH MASA,PETROLIAM NASIONAL BERHAD,OTHER,JOHOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",18000.00,ONLINE,5656,BACELOR,30-39,35.0
2023,HBKP22123,37,KAYAN-SARAWAK,FEMALE,BEKERJA SEPENUH MASA,TOP TIER CONSTRUCTION SDN BHD,OTHER,SARAWAK,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",8000.00,ONLINE,5313,BACELOR,30-39,37.0
2023,HBKP22126,32,INDIA,MALE,BEKERJA SEPENUH MASA,OMYA MALAYSIA SDN BHD,OTHER,PERAK,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",6200.00,ONLINE,5028,BACELOR,30-39,32.0
2023,HBKP22128,40,INDIA,MALE,BEKERJA SEPENUH MASA,CONTINENTAL TYRE (M) SDN BHD,OTHER,SELANGOR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",4500.00,ONLINE,5537,BACELOR,40-49,40.0
2023,HBKP22134,51,IBAN/SEA DAYAK -SARAWAK,MALE,BEKERJA SEPENUH MASA,SM RIAM ROAD MIRI,OTHER,SARAWAK,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3000.00,ONLINE,5486,BACELOR,50-59,51.0
2023,HBKP22210,28,PUNJABI,MALE,BEKERJA/USAHAWAN/FREELANCE,CENTRO SECURITY SDN BHD,OTHER,PERAK,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3000.00,ONLINE,5035,BACELOR,<29,28.0
2023,HBKP22214,31,CINA,MALE,BEKERJA SEPENUH MASA,BR METALS SDN BHD,OTHER,SABAH,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",3500.00,ONLINE,4816,BACELOR,30-39,31.0
2023,HBKP22216,41,MELAYU,MALE,BEKERJA SEPENUH MASA,MIE INDUSTRIAL SDN BHD,OTHER,PERAK,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",5000.00,ONLINE,4894,BACELOR,40-49,41.0
2023,HBKP22218,44,CINA,MALE,BEKERJA SEPENUH MASA,HABIB JEWEL,OTHER,KUALA LUMPUR,383,"BACELOR EKSEKUTIF KESELAMATAN, KESIHATAN DAN PERSEKITARAN",22000.00,ONLINE,4149,BACELOR,40-49,44.0
